2025-04-26 04:51:24,投资理财,国寿安保基金管理有限责任公司,/,余额宝-2025.04.25-收益发放,不计收支,0.04,余额宝,交易成功,20250426341063499481	,	,,
2025-04-25 17:57:04,生活服务,美团,it_***@meituan.com,芝尊披萨-美团App-25042511100300001303718854419039,支出,23.45,余额宝,交易成功,2025042522001417481449966992	,20250425175658U65890387109243623	,,
2025-04-25 15:54:10,美容美发,天**,tmc***@service.aliyun.com,飘柔绿茶去屑洗发水露控油蓬松洗头膏水柔顺改善毛躁干枯官方正品,支出,17.90,余额宝,支付成功,20250425300000006417481204403283	,T200P4311070346928343201	,,
2025-04-25 15:54:04,美容美发,天**,tmc***@service.aliyun.com,飘柔绿茶去屑洗发水露控油蓬松洗头膏水柔顺改善毛躁干枯官方正品,支出,26.80,余额宝,支付成功,20250425300000006417481209652104	,T200P4312093106492343201	,,
2025-04-25 14:53:20,餐饮美食,友宝,ton***@ubox.cn,智能货柜消费_消费时间 :2025-04-25 14:52:56,支出,4.50,余额宝,交易成功,2025042522001417481448598970	,1711202504255356501055102588	,,
2025-04-25 14:35:55,餐饮美食,友宝,ton***@ubox.cn,智能货柜消费_消费时间 :2025-04-25 13:05:47,支出,5.00,余额宝,交易成功,2025042522001417481449042277	,1711202504254713903055102693	,,
2025-04-25 03:35:14,投资理财,国寿安保基金管理有限责任公司,/,余额宝-2025.04.24-收益发放,不计收支,0.04,余额宝,交易成功,20250425334155544481	,	,,
2025-04-25 01:29:05,投资理财,余额宝,zha***@gsfunds.com.cn,余额宝-自动转入,不计收支,992.50,账户余额,交易成功,20250425019130101000480090445694	,20250425009130501000480086343052	,,
2025-04-24 18:57:57,文化休闲,广州库洛数界科技有限公司,ser***@kurogame.com,月相观测卡,支出,30.00,账户余额,交易成功,2025042422001417481444580485	,9366548009282G1521501095983	,,
2025-04-24 17:30:02,餐饮美食,友宝,ton***@ubox.cn,智能货柜消费_消费时间 :2025-04-24 16:48:26,支出,4.50,账户余额,交易成功,2025042422001417481439149183	,1711202504246049500055102692	,,
2025-04-24 11:02:57,账户存取,**杰,226***@qq.com,充值-普通充值,不计收支,1027.00,账户余额,交易成功,20250424200040011100480082853225	,	,,
2025-04-24 03:14:32,投资理财,国寿安保基金管理有限责任公司,/,余额宝-2025.04.23-收益发放,不计收支,0.04,余额宝,交易成功,20250424324042312481	,	,,
2025-04-23 22:53:28,餐饮美食,友宝,ton***@ubox.cn,智能货柜消费_消费时间 :2025-04-23 22:05:03,支出,5.50,余额宝,交易成功,2025042323001417481438456915	,1711202504237948904155102692	,,
2025-04-23 20:22:42,生活服务,美团,it_***@meituan.com,荷七公荷叶烤鸡（天时店）-美团App-25042311100300001303396779679039,支出,22.79,余额宝,交易成功,2025042322001417481436547648	,20250423202230U84262636545143137	,,
2025-04-23 15:03:03,美容美发,天**,tmc***@service.aliyun.com,飘柔绿茶去屑洗发水露控油蓬松洗头膏水柔顺改善毛躁干枯官方正品,支出,0.00,,支付成功,2025042322001117481433716164	,T200P4312093106492343201	,,
2025-04-23 14:27:39,餐饮美食,友宝,ton***@ubox.cn,智能货柜消费_消费时间 :2025-04-23 14:04:28,支出,5.00,余额宝,交易成功,2025042322001417481437952138	,1711202504235065200055102692	,,
2025-04-23 03:20:38,投资理财,国寿安保基金管理有限责任公司,/,余额宝-2025.04.22-收益发放,不计收支,0.04,余额宝,交易成功,20250423314519928481	,	,,
2025-04-22 16:03:49,美容美发,天**,tmc***@service.aliyun.com,飘柔绿茶去屑洗发水露控油蓬松洗头膏水柔顺改善毛躁干枯官方正品,支出,0.00,,支付成功,2025042222001117481429534530	,T200P4311070346928343201	,,
2025-04-22 16:00:46,教育培训,工大教育超市翡翠路一店,/,条码支付-总部-M24033460003202504220262261,支出,6.00,余额宝,交易成功,2025042222001417481432510788	,85126600004836000083620250422630078887	,,
2025-04-22 15:55:00,餐饮美食,luckincoffee,zhi***@lkcoffee.com,订单付款,支出,9.90,余额宝,交易成功,2025042222001417481432638923	,10117125670772889600	,,
2025-04-22 14:50:00,餐饮美食,友宝,ton***@ubox.cn,智能货柜消费_消费时间 :2025-04-22 13:08:21,支出,3.00,余额宝,交易成功,2025042222001417481432690955	,1711202504224728806155102693	,,
2025-04-22 04:33:20,投资理财,国寿安保基金管理有限责任公司,/,余额宝-2025.04.21-收益发放,不计收支,0.05,余额宝,交易成功,20250422313358144481	,	,,
2025-04-21 18:29:43,教育培训,合肥工业大学,zhi***@hfut.edu.cn,校园一卡通尾号(4191)充值,支出,20.00,余额宝,交易成功,2025042122001417481425844279	,202504210000001184631422	,,
2025-04-21 10:05:08,家居家装,法宝**店,150***@qq.com,床缝填充神器LT型床边缝隙填塞拼接填补条物靠墙宿舍床头无缝衔接,支出,6.07,余额宝,支付成功,20250421300000004117481251040043	,T200P4305779712654343201	,,
2025-04-21 09:06:36,餐饮美食,友宝,ton***@ubox.cn,智能货柜消费_消费时间 :2025-04-21 09:04:04,支出,4.50,余额宝,交易成功,2025042122001417481422240360	,1711202504213263501055102588	,,
2025-04-21 03:28:44,投资理财,国寿安保基金管理有限责任公司,/,余额宝-2025.04.20-收益发放,不计收支,0.04,余额宝,交易成功,20250421306319424481	,	,,
2025-04-20 20:24:19,餐饮美食,友宝,ton***@ubox.cn,智能货柜消费_消费时间 :2025-04-20 20:20:51,支出,7.80,余额宝,交易成功,2025042022001417481423192667	,1711202504207324000355102692	,,
2025-04-20 14:19:24,餐饮美食,友宝,ton***@ubox.cn,智能货柜消费_消费时间 :2025-04-20 14:00:56,支出,5.50,余额宝,交易成功,2025042022001417481417623971	,1711202504205044401355102693	,,
2025-04-20 12:52:44,生活服务,美团,it_***@meituan.com,魔鬼筋肉人.烤肉卷饼（大学城店）-美团App-25042011100300001302730458456039,支出,25.18,余额宝,交易成功,2025042022001417481418525718	,20250420125237U80511624848473826	,,
2025-04-20 02:48:12,投资理财,国寿安保基金管理有限责任公司,/,余额宝-2025.04.19-收益发放,不计收支,0.05,余额宝,交易成功,20250420300393454481	,	,,
2025-04-19 23:03:27,餐饮美食,友宝,ton***@ubox.cn,智能货柜消费_消费时间 :2025-04-19 22:57:37,支出,4.50,余额宝,交易成功,2025041922001417481416853572	,1711202504198264503155102692	,,
2025-04-19 15:41:57,生活服务,美团,it_***@meituan.com,婍荷·荷叶烤鸡（锦绣城市之光店）-美团App-25041911100300001302571480259039,支出,24.91,余额宝,交易成功,2025041922001417481411884297	,20250419154149U82420885218163523	,,
2025-04-19 14:53:44,餐饮美食,友宝,ton***@ubox.cn,智能货柜消费_消费时间 :2025-04-19 13:48:55,支出,5.50,余额宝,交易成功,2025041922001417481411973049	,1711202504194972502055102692	,,
2025-04-19 02:43:01,投资理财,国寿安保基金管理有限责任公司,/,余额宝-2025.04.18-收益发放,不计收支,0.05,余额宝,交易成功,20250419392243045481	,	,,
2025-04-19 02:42:55,数码电器,绿联**店,gb3***@service.aliyun.com,绿联typec耳机转接头转换头适用于华为vivo小米15苹果16手机typec转3.5mm圆孔音频耳机孔转typec,支出,44.10,余额宝&地方补贴,交易成功,2025041922001117481410421789	,T200P4307126619255343201	,,
2025-04-18 19:21:28,生活服务,美团,it_***@meituan.com,魔鬼筋肉人.烤肉卷饼（大学城店）-美团App-25041811100300001302406328686039,支出,24.88,余额宝,交易成功,2025041822001417481409882276	,20250418192120U11045857731593769	,,
2025-04-18 13:29:45,餐饮美食,友宝,ton***@ubox.cn,智能货柜消费_消费时间 :2025-04-18 13:17:34,支出,9.50,余额宝,交易成功,2025041822001417481403040533	,1711202504184783403155102693	,,
2025-04-18 03:29:51,家居家装,法宝**店,150***@qq.com,床缝填充神器LT型床边缝隙填塞拼接填补条物靠墙宿舍床头无缝衔接,支出,0.00,,支付成功,2025041822001117481400392620	,T200P4305779712654343201	,,
2025-04-18 03:29:08,投资理财,国寿安保基金管理有限责任公司,/,余额宝-2025.04.17-收益发放,不计收支,0.05,余额宝,交易成功,20250418383852483481	,	,,
2025-04-18 03:29:00,数码电器,嘉华**店,lin***@126.com,【焕新价】【碳素钢】手机架懒人支架床上躺着看电视床头手机ipad平板通用桌面拍摄拍照直播专用夹子多功能宿舍支撑架,支出,22.74,余额宝,交易成功,2025041822001117481403971645	,T200P4305739790967343201	,,
2025-04-17 20:44:34,餐饮美食,友宝,ton***@ubox.cn,智能货柜消费_消费时间 :2025-04-17 20:23:10,支出,3.50,余额宝,交易成功,2025041723001417481403022851	,1711202504177338002055102693	,,
2025-04-17 19:31:45,生活服务,美团,it_***@meituan.com,荷七公荷叶烤鸡（天时店）-美团App-25041711100300001302223290210039,支出,20.99,余额宝,交易成功,2025041722001417481459498882	,20250417193139U13158381814203421	,,
2025-04-17 11:21:03,生活服务,美团,it_***@meituan.com,功夫煲仔-美团App-25041711100300001302121901436039,支出,14.10,余额宝,交易成功,2025041722001417481459271339	,20250417112054U78127701361613902	,,
2025-04-17 11:10:34,餐饮美食,友宝,ton***@ubox.cn,智能货柜消费_消费时间 :2025-04-17 08:03:08,支出,5.50,余额宝,交易成功,2025041722001417481457511033	,1711202504172897400355102692	,,
2025-04-17 03:53:18,投资理财,国寿安保基金管理有限责任公司,/,余额宝-2025.04.16-收益发放,不计收支,0.05,余额宝,交易成功,20250417381713888481	,	,,
2025-04-16 14:47:28,餐饮美食,友宝,ton***@ubox.cn,智能货柜消费_消费时间 :2025-04-16 13:41:14,支出,5.50,余额宝,交易成功,2025041622001417481452406141	,1711202504164926302355102692	,,
2025-04-16 03:06:36,投资理财,国寿安保基金管理有限责任公司,/,余额宝-2025.04.15-收益发放,不计收支,0.05,余额宝,交易成功,20250416374113241481	,	,,
2025-04-15 14:57:52,餐饮美食,友宝,ton***@ubox.cn,智能货柜消费_消费时间 :2025-04-15 14:55:22,支出,4.50,余额宝,交易成功,2025041522001417481449072842	,1711202504155371201055102588	,,
2025-04-15 04:19:27,投资理财,国寿安保基金管理有限责任公司,/,余额宝-2025.04.14-收益发放,不计收支,0.05,余额宝,交易成功,20250415369381430481	,	,,
2025-04-14 18:31:14,教育培训,合肥工业大学,zhi***@hfut.edu.cn,校园一卡通尾号(4191)充值,支出,20.00,余额宝,交易成功,2025041422001417481445731301	,202504140000001183804422	,,
2025-04-14 11:08:41,餐饮美食,友宝,ton***@ubox.cn,智能货柜消费_消费时间 :2025-04-14 10:12:32,支出,5.50,余额宝,交易成功,2025041422001417481443800204	,1711202504143674402255102692	,,
2025-04-14 02:50:47,投资理财,国寿安保基金管理有限责任公司,/,余额宝-2025.04.13-收益发放,不计收支,0.05,余额宝,交易成功,20250414363826888481	,	,,
2025-04-13 18:25:04,生活服务,美团,it_***@meituan.com,叫了只荷叶烤鸡（中环城店）-美团App-25041311100300001301512133475039,支出,25.99,余额宝,交易成功,2025041322001417481441147717	,20250413182455U49733647278483938	,,
2025-04-13 14:31:51,餐饮美食,友宝,ton***@ubox.cn,智能货柜消费_消费时间 :2025-04-13 13:36:25,支出,3.50,余额宝,交易成功,2025041322001417481440822826	,1711202504134897502055102693	,,
2025-04-13 03:11:13,投资理财,国寿安保基金管理有限责任公司,/,余额宝-2025.04.12-收益发放,不计收支,0.05,余额宝,交易成功,20250413358698415481	,	,,
2025-04-12 05:53:34,投资理财,国寿安保基金管理有限责任公司,/,余额宝-2025.04.11-收益发放,不计收支,0.05,余额宝,交易成功,20250412355184713481	,	,,
2025-04-11 13:52:27,餐饮美食,友宝,ton***@ubox.cn,智能货柜消费_消费时间 :2025-04-11 13:51:50,支出,4.50,余额宝,交易成功,2025041122001417481432964084	,1711202504114989705155102565	,,
2025-04-11 06:01:44,投资理财,国寿安保基金管理有限责任公司,/,余额宝-2025.04.10-收益发放,不计收支,0.06,余额宝,交易成功,20250411349934276481	,	,,
2025-04-10 16:21:03,文化休闲,陈**,178******53,鸣潮初始自抽号成品号安卓苹果pc官服珂莱塔椿守岸人今汐长离专武,支出,28.80,余额宝,交易成功,2025041022001117481428947095	,T200P4296095931210343201	,,
2025-04-10 16:13:29,数码电器,绿联**店,cdm***@qq.com,绿联 安卓耳机转接头typec转3.5mm圆口手机耳机转换器数据线适用于华为小米oppo一加索尼荣耀手机,支出,9.90,余额宝,支付成功,20250410300000006517481256454603	,T200P4289362380672343201	,,
2025-04-10 08:03:25,餐饮美食,友宝,ton***@ubox.cn,智能货柜消费_消费时间 :2025-04-10 08:02:01,支出,4.00,余额宝,交易成功,2025041022001417481418816629	,1711202504102891100155102692	,,
2025-04-10 03:24:37,投资理财,国寿安保基金管理有限责任公司,/,余额宝-2025.04.09-收益发放,不计收支,0.06,余额宝,交易成功,20250410342560311481	,	,,
2025-04-09 22:30:32,餐饮美食,友宝,ton***@ubox.cn,智能货柜消费_消费时间 :2025-04-09 22:30:11,支出,7.80,余额宝,交易成功,2025040923001417481422459879	,1711202504098100003255102692	,,
2025-04-09 15:19:29,餐饮美食,luckincoffee,zhi***@lkcoffee.com,订单付款,支出,9.90,余额宝,交易成功,2025040922001417481418893514	,10117050151087850498	,,
2025-04-09 11:48:13,医疗健康,康乐**店,182***@163.com,益民 谷维素片10mg*100片*1瓶/盒 镇静助眠神经官能症更年期综合,支出,10.30,余额宝,交易成功,2025040922001117481420854145	,T200P4294333836816343201	,,
2025-04-09 06:02:36,投资理财,国寿安保基金管理有限责任公司,/,余额宝-2025.04.08-收益发放,不计收支,0.06,余额宝,交易成功,20250409338305326481	,	,,
2025-04-08 14:55:38,餐饮美食,友宝,ton***@ubox.cn,智能货柜消费_消费时间 :2025-04-08 14:55:11,支出,4.50,余额宝,交易成功,2025040822001417481414874742	,1711202504085370001155102565	,,
2025-04-08 11:37:19,日用百货,帆帆奕选,fff***@163.com,传奇世界游戏充值1502银宝,支出,15.02,余额宝,交易成功,2025040822001417481416736706	,10201744083432257	,,
2025-04-08 03:54:14,投资理财,国寿安保基金管理有限责任公司,/,余额宝-2025.04.07-收益发放,不计收支,0.06,余额宝,交易成功,20250408331868291481	,	,,
2025-04-07 13:20:57,日用百货,jo**店,132***@163.com,下水道除臭剂去异味留香防返臭神器厕所卫生间地漏管道防消臭反味,支出,18.90,余额宝,交易成功,2025040722001117481413179170	,T200P4292139456802343201	,,
2025-04-07 09:02:50,餐饮美食,友宝,ton***@ubox.cn,智能货柜消费_消费时间 :2025-04-07 09:02:31,支出,5.50,余额宝,交易成功,2025040723001417481414154386	,1711202504073254400155102588	,,
2025-04-07 04:06:36,投资理财,国寿安保基金管理有限责任公司,/,余额宝-2025.04.06-收益发放,不计收支,0.06,余额宝,交易成功,20250407326248682481	,	,,
2025-04-06 23:37:10,餐饮美食,友宝,ton***@ubox.cn,智能货柜消费_消费时间 :2025-04-06 23:36:29,支出,6.50,余额宝,交易成功,2025040622001417481410903926	,1711202504068497702155102692	,,
2025-04-06 03:34:38,投资理财,国寿安保基金管理有限责任公司,/,余额宝-2025.04.05-收益发放,不计收支,0.06,余额宝,交易成功,20250406321013975481	,	,,
2025-04-05 14:40:40,餐饮美食,友宝,ton***@ubox.cn,智能货柜消费_消费时间 :2025-04-05 14:17:16,支出,3.50,余额宝,交易成功,2025040523001417481404541061	,1711202504055142604255102693	,,
2025-04-05 06:04:23,投资理财,国寿安保基金管理有限责任公司,/,余额宝-2025.04.04-收益发放,不计收支,0.06,余额宝,交易成功,20250405316695137481	,	,,
2025-04-04 19:38:21,餐饮美食,水果超市,151******79,收钱码收款,支出,5.00,余额宝,交易成功,2025040422001417481459886000	,17437667020932168617489	,,
2025-04-04 19:37:08,教育培训,工大教育超市翡翠路一店,/,条码支付-总部-M24033460002202504040562084,支出,37.40,余额宝,交易成功,2025040422001417481402790202	,99126600004836000083620250404959262808	,,
2025-04-04 18:55:08,餐饮美食,友宝,ton***@ubox.cn,智能货柜消费_消费时间 :2025-04-04 17:36:20,支出,5.00,余额宝,交易成功,2025040422001417481458949477	,1711202504046336902055102693	,,
2025-04-04 18:15:55,数码电器,丑大**咿,649***@qq.com,OPPO Pad平板保护套OPPOPADair三折保护壳2023平板电脑11英寸oppopadair硅胶全包连体皮套,支出,24.80,余额宝,交易成功,2025040422001117481402740152	,T200P4289367530805343201	,,
2025-04-04 17:39:26,数码电器,绿联**店,cdm***@qq.com,绿联 安卓耳机转接头typec转3.5mm圆口手机耳机转换器数据线适用于华为小米oppo一加索尼荣耀手机,支出,0.00,,支付成功,2025040422001117481402090658	,T200P4289362380672343201	,,
2025-04-04 13:23:33,生活服务,美团,it_***@meituan.com,西村小贝汉堡炸鸡（大学城店）-美团App-25040411100300001309735869530039,支出,27.33,余额宝,交易成功,2025040422001417481401291072	,20250404132324U75946964870543442	,,
2025-04-04 05:32:44,账户存取,中国银行,/,提现-实时提现,不计收支,800.00,余额,交易成功,20250404200040011100480072417674	,2dc99c524384963245bd7575bd7cf2be	,,
2025-04-04 05:32:28,投资理财,曾振杰,zha***@gsfunds.com.cn,余额宝-转出到余额,不计收支,800.00,余额,交易成功,20250404019130200010480085639309	,LC2025040405322720889321686174897071	,,
2025-04-04 03:07:43,投资理财,国寿安保基金管理有限责任公司,/,余额宝-2025.04.03-收益发放,不计收支,0.09,余额宝,交易成功,20250404311053894481	,	,,
2025-04-03 23:27:29,餐饮美食,友宝,ton***@ubox.cn,智能货柜消费_消费时间 :2025-04-03 22:47:48,支出,5.00,余额宝,交易成功,2025040322001417481454192034	,1711202504038205702055102693	,,
2025-04-03 22:48:46,餐饮美食,友宝,ton***@ubox.cn,智能货柜消费_消费时间 :2025-04-03 22:48:00,支出,5.50,余额宝,交易成功,2025040322001417481455892176	,1711202504038207200155102692	,,
2025-04-03 15:05:06,餐饮美食,luckincoffee,zhi***@lkcoffee.com,订单付款,支出,9.90,余额宝,交易成功,2025040322001417481454821714	,10117015303937808385	,,
2025-04-03 11:23:58,生活服务,美团,it_***@meituan.com,饭谷町·炒饭·炒面·炒河粉（天时广场店）-美团App-25040311100300001309518452755039,支出,19.68,余额宝,交易成功,2025040322001417481457687163	,20250403112350U51172838851933223	,,
2025-04-03 10:13:47,餐饮美食,友宝,ton***@ubox.cn,智能货柜消费_消费时间 :2025-04-03 10:13:31,支出,5.50,余额宝,交易成功,2025040322001417481454729256	,1711202504033680202155102692	,,
2025-04-03 03:46:28,投资理财,国寿安保基金管理有限责任公司,/,余额宝-2025.04.02-收益发放,不计收支,0.09,余额宝,交易成功,20250403305876719481	,	,,
2025-04-02 12:36:28,生活服务,美团,it_***@meituan.com,肉酱热狗（簋街店）-美团App-25040211100300001309376117252039,支出,28.70,余额宝,交易成功,2025040222001417481452477013	,20250402123619U09775725691323345	,,
2025-04-02 04:30:13,投资理财,国寿安保基金管理有限责任公司,/,余额宝-2025.04.01-收益发放,不计收支,0.10,余额宝,交易成功,20250402300561553481	,	,,
2025-04-01 20:56:26,教育培训,工大教育超市翡翠路一店,/,条码支付-总部-M24033460003202504010778756,支出,11.00,余额宝,交易成功,2025040122001417481447739626	,52126600004836000083620250401631154089	,,
2025-04-01 18:05:03,餐饮美食,友宝,ton***@ubox.cn,智能货柜消费_消费时间 :2025-04-01 18:04:29,支出,5.50,余额宝,交易成功,2025040122001417481448867717	,1711202504016506000155102692	,,
2025-04-01 16:01:53,生活服务,美团,it_***@meituan.com,叫了只荷叶烤鸡（中环城店）-美团App-25040111100300001309248750899039,支出,23.99,余额宝,交易成功,2025040122001417481447379739	,20250401160144U02656546898853511	,,
2025-04-01 13:21:20,账户存取,中国银行,/,提现-实时提现,不计收支,150.00,余额,交易成功,20250401200040011100480071455304	,12a120c67eafa6b033d8f67a9d2fd316	,,
2025-04-01 13:21:05,投资理财,曾振杰,zha***@gsfunds.com.cn,余额宝-转出到余额,不计收支,150.00,余额,交易成功,20250401019130200010480082821814	,LC2025040113210520889321686174897175	,,
2025-04-01 03:26:43,投资理财,国寿安保基金管理有限责任公司,/,余额宝-2025.03.31-收益发放,不计收支,0.10,余额宝,交易成功,20250401394581148481	,	,,
2025-03-31 12:44:00,餐饮美食,友宝,ton***@ubox.cn,智能货柜消费_消费时间 :2025-03-31 12:19:47,支出,5.00,余额宝,交易成功,2025033122001417481442700999	,1711202503314437802155102693	,,
2025-03-31 04:17:31,退款,星星**林,187******75,退款-蔚蓝档案天童爱丽丝女仆二次元礼物少女手办模型摆件礼品雕像,不计收支,64.90,余额宝,退款成功,2025032023001117481453916037_4271566250574343201	,T200P4271566250574343201	,,
2025-03-31 04:16:52,退款,no**店,tia***@nolovr.com,退款-NOLO N1 VR眼镜私人影院手机专用ar头戴显示器眼睛3d智能眼镜,不计收支,0.00,,退款成功,2025032923001117481432934509_4282307532809343201	,T200P4282307532809343201	,,
2025-03-31 04:05:42,账户存取,中国银行,/,提现-实时提现,支出,600.00,余额,交易成功,20250331200040011100480070281649	,295325e9ba8764ecc296214476ce233a	,,
2025-03-31 04:05:14,投资理财,曾振杰,zha***@gsfunds.com.cn,余额宝-转出到余额,不计收支,600.00,余额,交易成功,20250331019130200010480081778392	,LC2025033104051420889321686174898025	,,
2025-03-31 02:53:44,投资理财,国寿安保基金管理有限责任公司,/,余额宝-2025.03.30-收益发放,不计收支,0.08,余额宝,交易成功,20250331389162542481	,	,,
2025-03-30 21:12:40,退款,Steam,sup***@nuvei.com,退款-Steam Purchase,不计收支,26.40,余额宝,退款成功,2025031822001417481444557582_2025033019074102000750011648256	,2025031819074101000750057472999	,,
2025-03-30 20:08:47,餐饮美食,友宝,ton***@ubox.cn,智能货柜消费_消费时间 :2025-03-30 20:07:18,支出,5.00,余额宝,交易成功,2025033022001417481440588136	,1711202503307242700155102692	,,
2025-03-30 03:01:31,投资理财,国寿安保基金管理有限责任公司,/,余额宝-2025.03.29-收益发放,不计收支,0.08,余额宝,交易成功,20250330384411600481	,	,,
2025-03-29 19:13:48,餐饮美食,友宝,ton***@ubox.cn,智能货柜消费_消费时间 :2025-03-29 19:07:56,支出,4.50,余额宝,交易成功,2025032923001417481436774499	,1711202503296886500155102693	,,
2025-03-29 18:45:59,教育培训,合肥工业大学,zhi***@hfut.edu.cn,校园一卡通尾号(4191)充值,支出,50.00,余额宝,交易成功,2025032922001417481436448002	,202503290000001182051530	,,
2025-03-29 18:41:35,充值缴费,中国电信,zhi***@chinatelecom-ec.com.cn,为189****3035充值30.0元，谨防诈骗,支出,29.94,余额宝,交易成功,2025032922001417481437409594	,ZY2503291841260072252007	,,
2025-03-29 16:02:34,餐饮美食,友宝,ton***@ubox.cn,智能货柜消费_消费时间 :2025-03-29 16:02:16,支出,5.50,余额宝,交易成功,2025032922001417481435576315	,1711202503295772700055102692	,,
2025-03-29 14:30:45,餐饮美食,友宝,ton***@ubox.cn,智能货柜消费_消费时间 :2025-03-29 12:37:45,支出,5.00,余额宝,交易成功,2025032923001417481436336222	,1711202503294545301155102693	,,
2025-03-29 04:11:23,投资理财,国寿安保基金管理有限责任公司,/,余额宝-2025.03.28-收益发放,不计收支,0.08,余额宝,交易成功,20250329379594148481	,	,,
2025-03-29 01:50:36,数码电器,no**店,tia***@nolovr.com,NOLO N1 VR眼镜私人影院手机专用ar头戴显示器眼睛3d智能眼镜,支出,0.00,,支付成功,2025032923001117481432934509	,T200P4282307532809343201	,,
2025-03-28 16:23:22,生活服务,美团,it_***@meituan.com,西村小贝汉堡炸鸡（大学城店）-美团App-25032811100300001308524173817039,支出,29.33,余额宝,交易成功,2025032822001417481430671230	,20250328162313U61329309369753562	,,
2025-03-28 14:55:33,餐饮美食,友宝,ton***@ubox.cn,智能货柜消费_消费时间 :2025-03-28 14:55:18,支出,5.50,余额宝,交易成功,2025032822001417481431582265	,1711202503285370602155102588	,,
2025-03-28 02:58:14,投资理财,国寿安保基金管理有限责任公司,/,余额宝-2025.03.27-收益发放,不计收支,0.07,余额宝,交易成功,20250328374040156481	,	,,
2025-03-28 00:39:39,投资理财,余额宝,zha***@gsfunds.com.cn,余额宝-自动转入,不计收支,1430.10,账户余额,交易成功,20250328019130101000480063079123	,20250328009130501000480051722572	,,
2025-03-27 19:04:54,生活服务,美团,it_***@meituan.com,土鸡焖饼很哇塞（经开店）-美团App-25032711100300001308389684003039,支出,19.90,账户余额(个人余额),交易成功,2025032722001417481428094761	,20250327190442U43855137424803501	,,
2025-03-27 18:44:53,账户存取,**杰,226***@qq.com,充值-普通充值,不计收支,1450.00,账户余额,交易成功,20250327200040011100480068702119	,	,,
2025-03-27 08:04:40,餐饮美食,友宝,ton***@ubox.cn,2025-03-27 08:03:49,支出,4.00,余额宝,交易成功,2025032722001417481422939514	,1711202503272901805255102692	,,
2025-03-27 07:46:09,服饰装扮,南极**店,tai***@163.com,【活动价】南极人男士内裤纯棉男生男款抗菌四角裤平角短裤头青少年2025新款,支出,55.00,余额宝,支付成功,20250327300000003217481255622268	,T200P4272456025039343201	,,
2025-03-27 03:27:35,投资理财,国寿安保基金管理有限责任公司,/,余额宝-2025.03.26-收益发放,不计收支,0.08,余额宝,交易成功,20250327368900154481	,	,,
2025-03-26 03:20:27,投资理财,国寿安保基金管理有限责任公司,/,余额宝-2025.03.25-收益发放,不计收支,0.10,余额宝,交易成功,20250326363367004481	,	,,
2025-03-25 16:17:47,生活服务,美团,it_***@meituan.com,叫了只荷叶烤鸡（中环城店）-美团App-25032511100300001308020934588039,支出,23.99,余额宝,交易成功,2025032522001417481418208337	,20250325161740U75689903801493096	,,
2025-03-25 14:54:47,餐饮美食,友宝,ton***@ubox.cn,2025-03-25 14:54:14,支出,4.50,余额宝,交易成功,2025032523001417481416308776	,1711202503255364301255102588	,,
2025-03-25 06:03:34,投资理财,国寿安保基金管理有限责任公司,/,余额宝-2025.03.24-收益发放,不计收支,0.08,余额宝,交易成功,20250325359170625481	,	,,
2025-03-24 15:08:54,教育培训,工大教育超市翡翠路一店,/,条码支付-总部-M24033460002202503240511414,支出,11.00,余额宝,交易成功,2025032422001417481412283094	,33126600004836000083620250324613422125	,,
2025-03-24 15:04:14,餐饮美食,luckincoffee,zhi***@lkcoffee.com,订单付款,支出,9.90,余额宝,交易成功,2025032422001417481412124699	,10116957318389689344	,,
2025-03-24 04:17:49,投资理财,国寿安保基金管理有限责任公司,/,余额宝-2025.03.23-收益发放,不计收支,0.08,余额宝,交易成功,20250324352893549481	,	,,
2025-03-24 00:29:12,账户存取,中国银行,/,提现-实时提现,不计收支,70.00,余额,交易成功,20250324200040011100480067016229	,aca2252fd67dc3319f2b2e20d3d6e8b1	,,
2025-03-24 00:28:38,投资理财,曾振杰,zha***@gsfunds.com.cn,余额宝-转出到余额,不计收支,70.00,余额,交易成功,20250324019130200010480075795182	,LC2025032400283820889321686174895958	,,
2025-03-23 19:39:33,餐饮美食,友宝,ton***@ubox.cn,2025-03-23 19:38:56,支出,10.50,余额宝,交易成功,2025032323001417481406993518	,1711202503237072100055102692	,,
2025-03-23 11:38:15,生活服务,美团,it_***@meituan.com,一周吃5次铁锅牛腩煲-美团App-25032311100300001307575376862039,支出,24.29,余额宝,交易成功,2025032322001417481407004662	,20250323113804U24369678910803871	,,
2025-03-23 03:01:33,投资理财,国寿安保基金管理有限责任公司,/,余额宝-2025.03.22-收益发放,不计收支,0.08,余额宝,交易成功,20250323346853783481	,	,,
2025-03-22 21:18:38,文化休闲,帕斯琪信息科技,adm***@xr.net,Nyatwork 统一支付 N3009089 [SakuraFrp 增值服务],支出,10.00,余额宝,交易成功,2025032222001417481404808257	,3009089A202503222118275700566625	,,
2025-03-22 11:47:38,生活服务,美团,it_***@meituan.com,西村小贝汉堡炸鸡（大学城店）-美团App-25032211100300001307349111938039,支出,28.33,余额宝,交易成功,2025032222001417481404787926	,20250322114727U24109231596113367	,,
2025-03-22 04:34:19,投资理财,国寿安保基金管理有限责任公司,/,余额宝-2025.03.21-收益发放,不计收支,0.08,余额宝,交易成功,20250322342763122481	,	,,
